95	95	92	90	85	83	83	86	85	85	80	79
95	92	90	85	83	83	86	85	85	80	79	78
92	90	85	83	83	86	85	85	80	79	78	76
90	85	83	83	86	85	85	80	79	78	76	76
85	83	83	86	85	85	80	79	78	76	76	75
83	83	86	85	85	80	79	78	76	76	75	72
83	86	85	85	80	79	78	76	76	75	72	72
86	85	85	80	79	78	76	76	75	72	72	72
85	85	80	79	78	76	76	75	72	72	72	70
85	80	79	78	76	76	75	72	72	72	70	66
80	79	78	76	76	75	72	72	72	70	66	66
79	78	76	76	75	72	72	72	70	66	66	66
