73	75	82	75	73	75	75	76	73	71	70	71
75	82	75	73	75	75	76	73	71	70	71	71
82	75	73	75	75	76	73	71	70	71	71	71
75	73	75	75	76	73	71	70	71	71	71	72
73	75	75	76	73	71	70	71	71	71	72	80
75	75	76	73	71	70	71	71	71	72	80	79
75	76	73	71	70	71	71	71	72	80	79	76
76	73	71	70	71	71	71	72	80	79	76	75
73	71	70	71	71	71	72	80	79	76	75	77
71	70	71	71	71	72	80	79	76	75	77	76
70	71	71	71	72	80	79	76	75	77	76	74
71	71	71	72	80	79	76	75	77	76	74	80
